old_cityID,X,Y,country,state,city
6692,-92.57649444,40.1934054,United States,Missouri,Kirksville
6708,-95.26638379,37.34469895,United States,Kansas,Parsons
6714,-96.12507381,41.52756972,United States,Nebraska,Blair
6718,-94.35080009,38.64177064,United States,Missouri,Harrisonville
6761,-84.22313314,40.04136039,United States,Ohio,Troy
6774,-77.79096343,48.09385602,Canada,Quebec,Val-d'Or
6794,13.61595665,37.35616941,Italy,Sicily,Zona Industriale Aragona - Favara
6804,5.427333033,34.72712795,Algeria,Biskra Province,Lichana
6807,176.8245514,-39.63091623,New Zealand,Hawke's Bay,Hastings
6809,-122.9676227,45.30101683,United States,Oregon,Newberg
